"";"ICD-10";"PQI_num";"PQI_lab";"ICD-10-label";"Classification";"PQI_Composite";"Composite_label"
"1849";"E1121";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic nephropathy";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1850";"E1121";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic nephropathy";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1851";"E1121";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic nephropathy";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1852";"E133533";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1853";"E133533";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1854";"E133533";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1855";"E1122";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic chronic kidney disease";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1856";"E1122";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic chronic kidney disease";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1857";"E1122";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic chronic kidney disease";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1858";"E1122";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic chronic kidney disease";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1859";"E1122";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic chronic kidney disease";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1860";"E1122";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic chronic kidney disease";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1861";"E133539";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1862";"E133539";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1863";"E133539";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1864";"E1129";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic kidney complication";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1865";"E1129";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic kidney complication";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1866";"E1129";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic kidney complication";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1867";"E1129";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic kidney complication";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1868";"E1129";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic kidney complication";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1869";"E1129";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic kidney complication";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1870";"E133541";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1871";"E133541";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1872";"E133541";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1873";"E11311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1874";"E11311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1875";"E11311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1876";"E11311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1877";"E11311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1878";"E11311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1879";"E133542";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1880";"E133542";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1881";"E133542";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1882";"E11319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1883";"E11319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1884";"E11319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1885";"E11319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1886";"E11319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1887";"E11319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1888";"E133543";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1889";"E133543";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1890";"E133543";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1891";"E11321";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1892";"E11321";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1893";"E11321";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1894";"E11321";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1895";"E11321";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1896";"E11321";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1897";"E133549";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1898";"E133549";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1899";"E133549";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1900";"E113211";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1901";"E113211";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1902";"E113211";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1903";"E113211";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1904";"E113211";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1905";"E113211";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1906";"E133551";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1907";"E133551";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1908";"E133551";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1909";"E113212";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1910";"E113212";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1911";"E113212";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1912";"E113212";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1913";"E113212";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1914";"E113212";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1915";"E133552";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1916";"E133552";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1917";"E133552";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1918";"E113213";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1919";"E113213";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1920";"E113213";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1921";"E113213";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1922";"E113213";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1923";"E113213";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1924";"E133553";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1925";"E133553";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1926";"E133553";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1927";"E113219";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1928";"E113219";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1929";"E113219";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1930";"E113219";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1931";"E113219";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1932";"E113219";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1933";"E133559";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1934";"E133559";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1935";"E133559";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1936";"E11329";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1937";"E11329";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1938";"E11329";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1939";"E11329";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1940";"E11329";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1941";"E11329";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1942";"E13359";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1943";"E13359";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1944";"E13359";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1945";"E113291";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1946";"E113291";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1947";"E113291";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1948";"E113291";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1949";"E113291";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1950";"E113291";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1951";"E133591";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1952";"E133591";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1953";"E133591";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1954";"E113292";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1955";"E113292";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1956";"E113292";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"1957";"E113292";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"1958";"E113292";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"1959";"E113292";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
